"author_name","university_name"
"Renee Shelby","The Australian National University"
"Paula Loreto Granados-García","The British Museum, EMKP"
"Clemens Wegener","The Center for Haptic Audio Interaction Research"
"Max Neupert","The Center for Haptic Audio Interaction Research"
"Zhonghao Lin","The Chinese University of Hong Kong, Shenzhen"
"Wei Cai","The Chinese University of Hong Kong, Shenzhen"
"Xueyao Zhang","The Chinese University of Hong Kong, Shenzhen"
"Raquel G. Wilner","The Courtauld Institute of Art"
"Will Luers","The Creative Media & Digital Culture Program, Washington State University Vancouver"
"Mia Trentin","The Cyprus Institute"
"Georgios Artopoulos","The Cyprus Institute"
"Sorin Hermon","The Cyprus Institute"
"Rahaf Orabi","The Cyprus Institute"
"Nikolas Bakirtzis","The Cyprus Institute"
"A Avgousti","The Cyprus Institute"
"Zoran Poposki","The Education University of Hong Kong"
"Hassan Choubassi","The European Graduate School"
"Ilze Briede (Kavi)","The Fields Institute for Research in Mathematical Sciences"
"Roberta Buiani","The Fields Institute for Research in Mathematical Sciences"
"Lorella Di Cintio","The Fields Institute for Research in Mathematical Sciences"
"Allan Gomes","The Fields Institute for Research in Mathematical Sciences"
"Aadita Chaudhuri","The Fields Institute for Research in Mathematical Sciences"
"Luc de Witte","The Hague University of Applied Sciences"
"Yossi Hasson","The Hebrew University"
"Naama Glauber","The Hebrew University of Jerusalem"
"Amit R Zoran","The Hebrew University of Jerusalem"
"Arielle Blonder","The Hebrew University of Jerusalem"
"Nir Dick","The Hebrew University of Jerusalem"
"Amit Raphael Zoran","The Hebrew University of Jerusalem"
"Sharan R Elran","The Hebrew University of Jerusalem"
"Marty Miller","The Hong Kong Polytechnic University"
"Yan Liu","The Hong Kong Polytechnic University"
"Yongxu Liu","The Hong Kong Polytechnic University"
"Zhejing Hu","The Hong Kong Polytechnic University"
"Lik Hang Lee","The Hong Kong Polytechnic University"
"Gong Chen","The Hong Kong Polytechnic University"
"Xiao Ma","The Hong Kong Polytechnic University"
"Ze Gao","The Hong Kong Polytechnic University"
"Tristan Braud","The Hong Kong University of Science and Technology"
"Hua Xu","The Hong Kong University of Science and Technology"
"Xian Xu","The Hong Kong University of Science and Technology"
"Zhen Wu","The Hong Kong University of Science and Technology"
"Ze Gao","The Hong Kong University of Science and Technology"
"Zisu Li","The Hong Kong University of Science and Technology"
"Leixin Luo","The Hong Kong University of Science and Technology"
"Liwenhan Xie","The Hong Kong University of Science and Technology"
"Xingbo Wang","The Hong Kong University of Science and Technology"
"Changyang He","The Hong Kong University of Science and Technology"
"Xiaojuan Ma","The Hong Kong University of Science and Technology"
"Isaac Joseph Clarke","The Hong Kong University of Science and Technology"
"Ziwei Wu","The Hong Kong University of Science and Technology"
"Danlu Fei","The Hong Kong University of Science and Technology"
"Beiyan Cao","The Hong Kong University of Science and Technology"
"Lulin Shi","The Hong Kong University of Science and Technology"
"Qingyu Guo","The Hong Kong University of Science and Technology"
"Xingxing Yang","The Hong Kong University of Science and Technology"
"Yifang Wang","The Hong Kong University of Science and Technology"
"Yang Wang","The Hong Kong University of Science and Technology"
"Yifan Cao","The Hong Kong University of Science and Technology"
"Xinyu Ma","The Hong Kong University of Science and Technology"
"Zhengyang Ma","The Hong Kong University of Science and Technology"
"Joshua Nijiati Alimujiang","The Hong Kong University of Science and Technology"
"Fiona You Wang","The Hong Kong University of Science and Technology"
"Isaac Clarke","The Hong Kong University of Science and Technology"
"Iurii Kuzmin","The Hong Kong University of Science and Technology"
"Rui Sheng","The Hong Kong University of Science and Technology"
"Huamin Qu","The Hong Kong University of Science and Technology"
"Wai Tong","The Hong Kong University of Science and Technology"
"Anqi Wang","The Hong Kong University of Science and Technology"
"Mingming Fan","The Hong Kong University of Science and Technology (Guangzhou)"
"Varvara Guljajeva","The Hong Kong University of Science and Technology (Guangzhou)"
"Raul Masu","The Hong Kong University of Science and Technology (Guangzhou)"
"Zheng Wei","The Hong Kong University of Science and Technology (Guangzhou)"
"Kang Zhang","The Hong Kong University of Science and Technology (Guangzhou)"
"Koo YongEn Ke","The Hong Kong University of Science and Technology (Guangzhou)"
"You Zhou","The Hong Kong University of Science and Technology (Guangzhou)"
"Ze Gao","The Hong Kong University of Science and Technology (Guangzhou)"
"Muzhi Zhou","The Hong Kong University of Science and Technology (Guangzhou)"
"YuFan Li","The Hong Kong University of Science and Technology (Guangzhou)"
"Aven Le Zhou","The Hong Kong University of Science and Technology (Guangzhou)"
"Rem RunGu Lin","The Hong Kong University of Science and Technology (Guangzhou)"
"Jiayang Huang","The Hong Kong University of Science and Technology (Guangzhou)"
"David Kei Man Yip","The Hong Kong University of Science and Technology (Guangzhou)"
"Zoe Qi Jing Li","The Hong Kong University of Science and Technology (Guangzhou)"
"Pan Hui","The Hong Kong University of Science and Technology (Guangzhou)"
"Yue Huang","The Hong Kong University of Science and Technology (Guangzhou)"
"Theodoros Papatheodorou","The Hong Kong University of Science and Technology (Guangzhou)"
"Lauren Rosati","The Metropolitan Museum of Art"
"Kevin Burns","The MITRE Corporation"
"Sebastián Hernández","The Momus Collective"
"Érica Marinho do Vale","The National Institute of Amazonian Research"
"Mari Wigham","The Netherlands Institute for Sound and Vision"
"Jeongki Lim","The New School"
"Salil Parekh","The New School"
"Shuyi Cao","The New School"
"Remina Greenfield","The New School"
"Julienne DeVita","The New School"
"Henry Lee","The New School"
"Franziska Mack","The New School"
"Nadja Lipsyc","The Norwegian Film School"
"Matt Hall","The Ohio State University"
"Federico Camara Halac","The Ohio State University"
"Elizabeth Falter","The Ohio State University"
"Shadrick Addy","The Ohio State University"
"Taylor Olsen","The Ohio State University"
"Sruthi Ammannagari","The Ohio State University"
"Fede Camara Halac","The Ohio State University"
"Sarah Neville","The Ohio State University"
"Scott Swearingen","The Ohio State University"
"Kyoung Lee Swearingen","The Ohio State University"
"Marjana Krajac","The Ohio State University"
"Nicholas Kirk-Canny","The Open University"
"Francesca Benatti","The Open University"
"Alessio Antonini","The Open University"
"Enrico Daga","The Open University"
"Anne Nigten","The Patching Zone"
"Dani Ploeger","The Royal Central School of Speech and Drama"
"Carinne Knight","The State University of New York"
"Danielle Lottridge","The University of Auckland"
"Andrew McMillan","The University of Auckland"
"Fabio Morreale","The University of Auckland"
"Roy Colin Davies","The University of Auckland"
"Joanna Cook","The University of Auckland"
"Paul Corballis","The University of Auckland"
"Rebecca Weber","The University of Auckland"
"Kevin T. Day","The University of British Columbia"
"Victoria L. Lemieux","The University of British Columbia"
"Dongwook Yoon","The University of British Columbia"
"Scott Cameron","The University of British Columbia"
"Robert Xiao","The University of British Columbia"
"Patrick Pennefather","The University of British Columbia"
"Emily Chen","The University of British Columbia"
"Miles Thorogood","The University of British Columbia"
"Bob Pritchard","The University of British Columbia"
"Kirsteen McCulloch","The University of British Columbia"
"Kevin Day","The University of British Columbia"
"John Werner","The University of British Columbia"
"Eric Easthope","The University of British Columbia"
"Aleksandra Dulic","The University of British Columbia"
"Anika Sayara","The University of British Columbia"
"Alexandra Dulic","The University of British Columbia"
"Maria Correia","The University of British Columbia"
"Hannah Star Rogers","The University of Edinburgh"
"Matjaz Vidmar","The University of Edinburgh"
"Jinrui Wang","The University of Edinburgh"
"Jenny Long","The University of Edinburgh"
"Melissa Terras","The University of Edinburgh"
"Caterina Moruzzi","The University of Edinburgh"
"Uta Hinrichs","The University of Edinburgh"
"Tom Mudd","The University of Edinburgh"
"Drew Hemment","The University of Edinburgh"
"Kristin Mojsiewicz","The University of Edinburgh"
"Chris Elsden","The University of Edinburgh"
"Laura Wise","The University of Edinburgh"
"Tomas Vancisin","The University of Edinburgh"
"Xinhuan Shu","The University of Edinburgh"
"Vaishak Belle","The University of Edinburgh"
"Tara Capel","The University of Edinburgh"
"Azadeh Emadi","The University of Glasgow"
"Harry Robert Wilson","The University of Glasgow"
"Ward J. Slager","The University of Hong Kong"
"Dickson Kak W Chiu","The University of Hong Kong"
"Ziyan Ai","The University of Hong Kong"
"Maha Ayed Alfadalat","The University of Jordan"
"Wael Al-Azhari","The University of Jordan"
"Jon Cattapan","The University of Melbourne"
"Sophie Rose","The University of Melbourne"
"Monica Lim","The University of Melbourne"
"Jane Davidson","The University of Melbourne"
"Robert Walton","The University of Melbourne"
"Zaher Joukhadar","The University of Melbourne"
"Michael McAtomney","The University of Melbourne"
"Carol Brown","The University of Melbourne"
"Stanislav Roudavski","The University of Melbourne"
"Douglas Brock","The University of Melbourne"
"Angie Black","The University of Melbourne"
"Sue Thornton","The University of Melbourne"
"Martin Gibbs","The University of Melbourne"
"Maria Bellesis","The University of Melbourne"
"Dan Parker","The University of Melbourne"
"Bjørn Nansen","The University of Melbourne"
"Daniel Hoyer","The University of Melbourne"
"David Sequeira","The University of Melbourne"
"Gary P. Anderson","The University of Melbourne"
"Jane Mavoa","The University of Melbourne"
"Chen Liang","The University of Michigan"
"Aaron Willette","The University of Michigan"
"Kerby Shedden","The University of Michigan"
"Amanda Lilleston","The University of Michigan"
"Nick Warren","The University of Michigan"
"Mingchen Lu","The University of Michigan"
"Lusi Wang","The University of Michigan"
"Andi Xu","The University of Michigan"
"Shannon Yeung","The University of Michigan"
"Anhong Guo","The University of Michigan"
"Ruijie Geng","The University of Michigan"
"Zeynep Özcan","The University of Michigan"
"Nachiketa Gargi","The University of Michigan"
"John Turner","The University of Michigan"
"Yasha Iravantchi","The University of Michigan"
"Rui Dong","The University of Michigan"
"John Granzow","The University of Michigan"
"Xinyu Wang","The University of Michigan"
"Xingwen Wei","The University of Michigan"
"David Choberka","The University of Michigan"
"Matias A. Vilaplana Stark","The University of Michigan"
"Xiaoyu Liu","The University of Michigan"
"Thomas Krolikowski","The University of Michigan"
"Michael Gurevich","The University of Michigan"
"Brian D Hall","The University of Michigan"
"Yi-Chin Lee","The University of Michigan"
"Alanson Sample","The University of Michigan"
"Anıl Çamcı","The University of Michigan"
"Shwetha Rajaram","The University of Michigan"
"Jing Liu","The University of Michigan"
"Eugene Kim","The University of Michigan"
"Eytan Adar","The University of Michigan"
"Adam Schmidt","The University of Michigan"
"Ian Iong Lam","The University of Michigan"
"Tanya Lai","The University of Michigan"
"Isabelle Marie Anne Gillet","The University of Michigan"
"Jaylin Herskovitz","The University of Michigan"
"Jiacheng Zhang","The University of Michigan"
"Jian Liao","The University of Michigan"
"Sophia Brueckner","The University of Michigan"
"Michael Nebeling","The University of Michigan"
"Rahaf Alharbi","The University of Michigan"
"Rebecca Krosnick","The University of Michigan"
"Rueiche Chang","The University of Michigan"
"Zhicheng Huang","The University of Michigan"
"Julia Xu","The University of Michigan"
"Yunfan Wang","The University of New South Wales"
"Michael Scott-Mitchell","The University of New South Wales"
"Benedict Carey","The University of New South Wales"
"Chloe McFadden","The University of New South Wales"
"Dennis Del Favero","The University of New South Wales"
"Susanne Thurow","The University of New South Wales"
"Claudia Arozqueta","The University of New South Wales"
"Oliver Bown","The University of New South Wales"
"Jo Burzynska","The University of New South Wales"
"Deborah Turnbull Tillman","The University of New South Wales"
"Lizzie Muller","The University of New South Wales"
"Yongquan Hu","The University of New South Wales"
"Jason Sharples","The University of New South Wales"
"Grant Stevens","The University of New South Wales"
"Frederic Anthony Robinson","The University of New South Wales"
"Jill Bennett","The University of New South Wales"
"Michael Ostwald","The University of New South Wales"
"Victoria Williamson","The University of Sheffield"
"Jon Pigrem","The University of Sheffield"
"Lijiaozi Cheng","The University of Sheffield"
"Renee Timmers","The University of Sheffield"
"Jennifer MacRitchie","The University of Sheffield"
"Justin Christensen","The University of Sheffield"
"Zane Austin Willard","The University of South Florida"
"Itai Einav","The University of Sydney"
"Benjamin Leighton","The University of Sydney"
"Ann Elias","The University of Sydney"
"Anusha Withana","The University of Sydney"
"Jocelyn Ho","The University of Sydney"
"Meng Ji","The University of Sydney"
"Lian Loke","The University of Sydney"
"Marcus Carter","The University of Sydney"
"Sen Zhang","The University of Sydney"
"François Guillard","The University of Sydney"
"Di Wu","The University of Texas at Austin"
"Dr. Greg Abram","The University of Texas at Austin"
"Jiabao Li","The University of Texas at Austin"
"Kelly McDonough","The University of Texas at Austin"
"Mina Huh","The University of Texas at Austin"
"Jilie Zeng","The University of Texas at Austin"
"Houjiang Liu","The University of Texas at Austin"
"Nicole D Payntar","The University of Texas at Austin"
"Ying Ding","The University of Texas at Austin"
"Gregory Abram","The University of Texas at Austin"
"Stephanie Zeller","The University of Texas at Austin"
"Albert A Palacios","The University of Texas at Austin"
"Amy Pavel","The University of Texas at Austin"
"Greg Abram","The University of Texas at Austin"
"Francesca Samsel","The University of Texas at Austin"
"Anne Bowen","The University of Texas at Austin"
"Benjamin Keisling","The University of Texas at Austin"
"xtine burrough","The University of Texas at Dallas"
"Mihai Nadin","The University of Texas at Dallas"
"Yapeng Tian","The University of Texas at Dallas"
"Cynthia O’Neill","The University of Texas at Dallas"
"Judd D. Bradbury","The University of Texas at Dallas"
"Cynthia O'Neill","The University of Texas at Dallas"
"Anthony T. Marasco","The University of Texas Rio Grande Valley"
"Masahiro Fujiwara","The University of Tokyo"
"Yasuaki Kakehi","The University of Tokyo"
"Narin Okazaki","The University of Tokyo"
"Takafumi Morita","The University of Tokyo"
"Koji Yatani","The University of Tokyo"
"Zhongyi Zhou","The University of Tokyo"
"Arata Jingu","The University of Tokyo"
"Takaaki Kamigaki","The University of Tokyo"
"Hidenori Watanave","The University of Tokyo"
"Atsushi Miura","The University of Tokyo"
"Yasutoshi Makino","The University of Tokyo"
